system:index,EVI,NDMI,NDVI,NDWI,SAVI,VH,VV,VV_VH_ratio,canal_priority_score,crop_type,field_id,growth_stage,latitude,longitude,moisture_stress,recommended_depth_mm,sar_available,stress_score,water_deficit_mm,.geo
1126,0.08590369919869577,-0.17524994909763336,0.12949638068675995,-0.21956767141819,0.08502022398596945,-20.103646556708725,-11.719129713618191,0.5829355516918889,10.0,Unclassified,GEE-PIXEL-1126,Sowing/Planting,29.892831218123163,77.05290630373214,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.05290630373214,29.892831218123163]}"
1128,0.07210800101248557,-0.22043797373771667,0.09650923311710358,-0.17105261981487274,0.06339927381964286,-21.46470044675514,-10.647585879078832,0.49605101182483363,10.0,Unclassified,GEE-PIXEL-1128,Sowing/Planting,29.913433214484918,76.85223555138346,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.85223555138346,29.913433214484918]}"
1129,0.05937120588157912,-0.1653027981519699,0.07746478915214539,-0.19473682343959808,0.0617977531225258,-30.926549179039476,-15.402697796219469,0.4980412850166924,10.0,Unclassified,GEE-PIXEL-1129,Sowing/Planting,29.71458620978038,76.7038862956987,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7038862956987,29.71458620978038]}"
1130,0.058419044372589615,-0.1875,0.06958959996700287,-0.13395638763904572,0.04716012688696982,-19.666485566936625,-10.3794347132224,0.5277727535846619,10.0,Unclassified,GEE-PIXEL-1130,Sowing/Planting,29.700254211511545,76.9409313876037,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.9409313876037,29.700254211511545]}"
1131,0.1748251668772742,0.02848343551158905,0.2731893062591553,-0.2837924361228943,0.15832105316462958,-18.037876706227493,-9.387797664739644,0.5204491824665668,9.743649080395699,Unclassified,GEE-PIXEL-1131,Vegetative,29.914442483086617,77.12179320563408,Severe Stress,48.57582822442055,1,0.971516564488411,38.86066257953644,"{""type"":""Point"",""coordinates"":[77.12179320563408,29.914442483086617]}"
1132,0.05377885379851706,-0.19676600396633148,0.07199280709028244,-0.17445310950279236,0.05056756221659754,-22.964532181228826,-11.716172882876194,0.5101855896998663,10.0,Unclassified,GEE-PIXEL-1132,Sowing/Planting,29.812105501408542,76.82078762359845,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.82078762359845,29.812105501408542]}"
1133,0.05750125045364467,-0.21027719974517822,0.07731049507856369,-0.14453700184822083,0.051332066803843945,-23.78650530456767,-14.859742092110203,0.6247131525440971,10.0,Unclassified,GEE-PIXEL-1133,Sowing/Planting,29.71570145498666,76.89618664277376,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.89618664277376,29.71570145498666]}"
1134,0.0814465693307172,-0.16110609471797943,0.10687658190727234,-0.1942116916179657,0.07914562479897268,-21.593062416684386,-11.747615381536304,0.5440458467116309,10.0,Unclassified,GEE-PIXEL-1134,Sowing/Planting,29.772464532827147,76.89991875952835,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.89991875952835,29.772464532827147]}"
1135,0.05549772768015536,0.04484304040670395,0.07373269647359848,-0.15289460122585297,0.05139184742793593,-26.526136460731347,-15.822989371694078,0.5965056385660871,9.596412636339664,Unclassified,GEE-PIXEL-1135,Sowing/Planting,29.859710044631584,76.9780108054823,Severe Stress,47.7578479796648,1,0.955156959593296,38.20627838373184,"{""type"":""Point"",""coordinates"":[76.9780108054823,29.859710044631584]}"
1136,0.04785811158805034,-0.20027177035808563,0.0758683979511261,-0.19502073526382446,0.0531143514249736,-20.851036686989218,-10.740608763375363,0.5151115236965119,10.0,Unclassified,GEE-PIXEL-1136,Sowing/Planting,29.915202925986666,76.88211348674592,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.88211348674592,29.915202925986666]}"
1137,0.14133917653359862,-0.13164591789245605,0.1754070371389389,-0.22922973334789276,0.13015227767004028,-21.41365980010187,-10.349830279933576,0.48332843894404165,10.0,Unclassified,GEE-PIXEL-1137,Sowing/Planting,29.569833001049627,76.92315821029459,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.92315821029459,29.569833001049627]}"
1139,0.007189805009493627,0.17541229724884033,0.013574649579823017,-0.09650350362062454,0.00778353697854566,-15.110630066551405,-8.423545663402292,0.5574583047669729,8.421289324760437,Unclassified,GEE-PIXEL-1139,Sowing/Planting,29.950410902564546,77.15318980450168,Severe Stress,41.22938513755798,1,0.8245877027511597,32.98350811004639,"{""type"":""Point"",""coordinates"":[77.15318980450168,29.950410902564546]}"
1142,0.17435524148792078,-0.07786938548088074,0.2907572388648987,-0.41810107231140137,0.19379028314715113,-23.227983914042095,-11.16887812636623,0.4808371939870108,10.0,Unclassified,GEE-PIXEL-1142,Vegetative,29.74246733170794,76.8857641088298,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8857641088298,29.74246733170794]}"
1144,0.037693156680946555,-0.1380087435245514,0.04208733141422272,-0.12780426442623138,0.0319954873895286,-23.122135828556022,-11.804569983150532,0.5105311456177392,10.0,Unclassified,GEE-PIXEL-1144,Sowing/Planting,29.60981757042601,77.04085072354316,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.04085072354316,29.60981757042601]}"
1145,0.030842740661334578,-0.07901916652917862,0.031355440616607666,-0.1048274114727974,0.024953213222196013,-20.68852514568207,-11.730423876206535,0.5670014832186474,10.0,Unclassified,GEE-PIXEL-1145,Sowing/Planting,29.672906598936372,77.03600301376484,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.03600301376484,29.672906598936372]}"
1146,0.2201914917951417,-0.06926357746124268,0.2984102666378021,-0.32904666662216187,0.22544446582812483,-20.275832647881916,-13.484606924968547,0.6650581420849979,10.0,Unclassified,GEE-PIXEL-1146,Vegetative,29.55961954895111,76.81827825157278,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.81827825157278,29.55961954895111]}"
1147,0.06215001689390856,-0.1971995234489441,0.05993308871984482,-0.11487999558448792,0.05106274223238658,-21.42673718537585,-11.721381965164941,0.5470446765086419,10.0,Unclassified,GEE-PIXEL-1147,Sowing/Planting,29.68217685962571,76.7389655942791,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.7389655942791,29.68217685962571]}"
1148,0.510802870566231,0.11743056774139404,0.8473451137542725,-0.829635739326477,0.5334261749678031,-14.410036376214423,-10.269884227329001,0.7126897304000195,8.943124890327454,Paddy (Rice),GEE-PIXEL-1148,Flowering,29.59791781496501,76.59564630454129,Severe Stress,44.1284716129303,1,0.882569432258606,35.30277729034424,"{""type"":""Point"",""coordinates"":[76.59564630454129,29.59791781496501]}"
1149,0.06601875871922244,-0.22767573595046997,0.0876254066824913,-0.18241967260837555,0.06215075551007546,-22.805292677856887,-13.696669711524356,0.6005917356813869,10.0,Unclassified,GEE-PIXEL-1149,Sowing/Planting,29.614078936659844,76.63370020378805,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.63370020378805,29.614078936659844]}"
1150,0.05488201926076849,-0.1770566999912262,0.07165973633527756,-0.14542727172374725,0.04986060959234363,-21.550760472699704,-9.87434505375049,0.45819011929761533,10.0,Unclassified,GEE-PIXEL-1150,Sowing/Planting,29.501316712205483,76.84523358584252,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.84523358584252,29.501316712205483]}"
1151,0.2536821964729163,-0.0010718213161453605,0.3753074109554291,-0.4253693222999573,0.2524817846206604,-16.649045436467343,-10.557671428011865,0.6341307735888314,10.0,Unclassified,GEE-PIXEL-1151,Vegetative,29.833555043807486,77.11532868611835,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.11532868611835,29.833555043807486]}"
1152,0.28968531310423357,0.07626022398471832,0.4225512444972992,-0.3900946080684662,0.2615131470974115,-14.872164084582325,-9.991417838383594,0.6718200830342895,9.313657984137535,Unclassified,GEE-PIXEL-1152,Vegetative,29.814239059582846,77.14720215264191,Severe Stress,46.186988800764084,1,0.9237397760152817,36.94959104061127,"{""type"":""Point"",""coordinates"":[77.14720215264191,29.814239059582846]}"
1153,0.0840305823068596,-0.1392490267753601,0.08903324604034424,-0.1450381577014923,0.06830173835281829,-24.82723412715192,-13.556573419049862,0.546036416930565,10.0,Unclassified,GEE-PIXEL-1153,Sowing/Planting,29.934942527663726,77.10368368608816,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.10368368608816,29.934942527663726]}"
1154,0.06105430453866796,-0.18758487701416016,0.0838509276509285,-0.14247311651706696,0.05482851501943413,-18.943479178310028,-10.42467884705558,0.5503043711894295,10.0,Unclassified,GEE-PIXEL-1154,Sowing/Planting,29.689164742860644,76.91837547662143,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.91837547662143,29.689164742860644]}"
1155,0.1021661807836896,-0.116842120885849,0.11215244233608246,-0.16377902030944824,0.09445710269155586,-22.521926081857103,-12.390737477656515,0.5501633378417581,10.0,Unclassified,GEE-PIXEL-1155,Sowing/Planting,29.83234209609771,76.97861430348739,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.97861430348739,29.83234209609771]}"
1157,0.33526900485285716,0.06720571219921112,0.43069496750831604,-0.4404948949813843,0.3209839312602788,-17.354940715903737,-11.27702625436217,0.649787693818845,9.3951485902071,Unclassified,GEE-PIXEL-1157,Vegetative,29.78050691717954,77.03050542966501,Severe Stress,46.639714390039444,1,0.9327942878007889,37.311771512031555,"{""type"":""Point"",""coordinates"":[77.03050542966501,29.78050691717954]}"
1158,0.14775412448916062,-0.166447252035141,0.26141080260276794,-0.29983967542648315,0.16018718855227493,-22.40187836037784,-10.656400911834806,0.47569231544329243,10.0,Unclassified,GEE-PIXEL-1158,Vegetative,29.884688838857837,76.9992669433577,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.9992669433577,29.884688838857837]}"
1159,0.0676546377603636,-0.22519472241401672,0.09872612357139587,-0.26335063576698303,0.06364051750808261,-22.76900983623461,-13.2189643716208,0.5805682832615944,10.0,Unclassified,GEE-PIXEL-1159,Sowing/Planting,29.654550274628544,76.666658429584,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.666658429584,29.654550274628544]}"
1160,0.04708706079360791,0.02965674176812172,0.05088797211647034,-0.12078149616718292,0.040611903491224816,-20.82916618254113,-11.036735974516986,0.5298693383913392,9.733089324086905,Unclassified,GEE-PIXEL-1160,Sowing/Planting,29.75084037880771,76.94627323332858,Severe Stress,48.517162911593914,1,0.9703432582318783,38.81373032927513,"{""type"":""Point"",""coordinates"":[76.94627323332858,29.75084037880771]}"
1161,0.05914242578589541,-0.18326617777347565,0.09917353838682175,-0.22018347680568695,0.06492334501374764,-20.03185200467425,-11.716249265163622,0.5848810108676299,10.0,Unclassified,GEE-PIXEL-1161,Sowing/Planting,29.919547464504774,76.78033727914895,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.78033727914895,29.919547464504774]}"
1162,0.21253411987626641,-0.01100167352706194,0.2535974681377411,-0.30126190185546875,0.2061960935060129,-20.101057931606473,-12.205308193707225,0.6071973347090948,10.0,Unclassified,GEE-PIXEL-1162,Vegetative,29.633779669125616,76.63624188843104,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.63624188843104,29.633779669125616]}"
1163,0.04992806234564524,-0.22407780587673187,0.059118229895830154,-0.1402984857559204,0.03936832234883661,-23.653715508538667,-11.334669901623124,0.4791919635933487,10.0,Unclassified,GEE-PIXEL-1163,Sowing/Planting,29.526772884949537,76.92842060855173,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.92842060855173,29.526772884949537]}"
1164,0.07169681835184748,-0.14414416253566742,0.08763693273067474,-0.16619451344013214,0.06617646437327986,-21.274875931766204,-11.946615580063344,0.5615363483159879,10.0,Unclassified,GEE-PIXEL-1164,Sowing/Planting,29.844657590947644,77.12020152895926,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.12020152895926,29.844657590947644]}"
1166,0.11802999461594332,-0.1374032348394394,0.20530569553375244,-0.36869680881500244,0.12612189396222473,-21.965377967710804,-10.376253240621413,0.4723913118301839,10.0,Unclassified,GEE-PIXEL-1166,Sowing/Planting,29.586295720773567,76.60362955937534,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.60362955937534,29.586295720773567]}"
1167,0.06679387502372441,-0.21069520711898804,0.09005232155323029,-0.20207850635051727,0.06023828969126681,-19.749075378431908,-10.893447913921326,0.5515928344377563,10.0,Unclassified,GEE-PIXEL-1167,Sowing/Planting,29.647112365462768,76.8306242200108,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8306242200108,29.647112365462768]}"
1168,0.0561603212987344,-0.13798560202121735,0.06623931974172592,-0.1507750153541565,0.05111486952206015,-18.142624927150322,-10.083909988039236,0.5558132069831823,10.0,Unclassified,GEE-PIXEL-1168,Sowing/Planting,29.893446202558046,77.09261615754212,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.09261615754212,29.893446202558046]}"
1169,0.01683869914089594,0.0970463976264,0.028014590963721275,-0.08274533599615097,0.01665860419830323,-29.118580042541,-17.706014196056085,0.6080658733445872,9.1265824213624,Unclassified,GEE-PIXEL-1169,Sowing/Planting,29.832068724095013,77.01427395771842,Severe Stress,45.14768011868,1,0.9029536023736,36.118144094944,"{""type"":""Point"",""coordinates"":[77.01427395771842,29.832068724095013]}"
1170,0.04862761067016119,-0.09288468211889267,0.05503464117646217,-0.13671539723873138,0.0408843049391302,-22.850783202265053,-11.312590297220993,0.49506359113167026,10.0,Unclassified,GEE-PIXEL-1170,Sowing/Planting,29.805237672400892,77.07886504512298,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.07886504512298,29.805237672400892]}"
1171,0.06177185717441517,-0.20761561393737793,0.09142585843801498,-0.1900826394557953,0.06278464215415401,-21.001026392351903,-12.378747967238905,0.5894354078418935,10.0,Unclassified,GEE-PIXEL-1171,Sowing/Planting,29.888034476371583,76.84596032077663,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.84596032077663,29.888034476371583]}"
1172,0.06070377538070948,-0.19877155125141144,0.07823614776134491,-0.1727694720029831,0.0618556611947038,-20.996403757343014,-11.393257524268815,0.5426290234542335,10.0,Unclassified,GEE-PIXEL-1172,Sowing/Planting,29.630847149296596,76.76817279604144,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.76817279604144,29.630847149296596]}"
1173,0.04811702140797527,-0.0703093633055687,0.04182933643460274,-0.09239766746759415,0.03697009643519225,-24.3881581263243,-18.55660286205185,0.7608858170764393,10.0,Unclassified,GEE-PIXEL-1173,Sowing/Planting,29.52213050571239,76.68238914824406,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.68238914824406,29.52213050571239]}"
1174,0.05126184629185357,-0.20966419577598572,0.07222224771976471,-0.14608076214790344,0.04916620618831492,-19.894205713901577,-11.317674759806103,0.568893048129619,10.0,Unclassified,GEE-PIXEL-1174,Sowing/Planting,29.72038345466733,76.8752425638294,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.8752425638294,29.72038345466733]}"
1175,0.4848659516322439,0.1637660413980484,0.8511714935302734,-0.7896596193313599,0.4853243542543175,-14.462708488040306,-7.271427468262068,0.502770831414177,8.526105627417564,Paddy (Rice),GEE-PIXEL-1175,Flowering,29.546309143692575,77.07537425586273,Severe Stress,41.81169793009758,1,0.8362339586019516,33.449358344078064,"{""type"":""Point"",""coordinates"":[77.07537425586273,29.546309143692575]}"
1177,0.07227360402738411,0.05763300508260727,0.1042814552783966,-0.12224774807691574,0.06611362223941739,-28.896638862983437,-15.558320872442746,0.5384128404907942,9.481302954256535,Unclassified,GEE-PIXEL-1177,Sowing/Planting,29.7922402479177,77.02798860569774,Severe Stress,47.11834974586964,1,0.9423669949173927,37.69467979669571,"{""type"":""Point"",""coordinates"":[77.02798860569774,29.7922402479177]}"
1178,0.07074934946731401,-0.16022749245166779,0.07978002727031708,-0.177639439702034,0.0648573318693813,-25.18345474721551,-12.702721102373724,0.5044074267922144,10.0,Unclassified,GEE-PIXEL-1178,Sowing/Planting,29.49744841221506,76.53678197764145,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.53678197764145,29.49744841221506]}"
1180,0.5188751337517454,0.17227178812026978,0.6598639488220215,-0.6113207340240479,0.44690653831028304,-16.45993141196008,-8.45972564884251,0.5139587736467902,8.449553906917572,Paddy (Rice),GEE-PIXEL-1180,Flowering,29.893236046191472,76.94036108361486,Severe Stress,41.38641059398651,1,0.8277282118797302,33.10912847518921,"{""type"":""Point"",""coordinates"":[76.94036108361486,29.893236046191472]}"
1181,0.07103422847226443,-0.12220007926225662,0.08860503137111664,-0.1829533576965332,0.06363736781539876,-31.340283313657938,-14.003453254984414,0.4468196270485343,10.0,Unclassified,GEE-PIXEL-1181,Sowing/Planting,29.932376218361796,77.1836170817708,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[77.1836170817708,29.932376218361796]}"
1182,0.12697213830320556,-0.13837987184524536,0.16494132578372955,-0.28496041893959045,0.13282696575765304,-25.299829069800413,-15.860836526792925,0.6269147949556817,10.0,Unclassified,GEE-PIXEL-1182,Sowing/Planting,29.54397737640774,76.70937791079614,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.70937791079614,29.54397737640774]}"
1184,0.07765544575797842,-0.1803366094827652,0.08892673254013062,-0.18107905983924866,0.07203310541821857,-25.538288876956305,-12.373867122223142,0.48452218809031145,10.0,Unclassified,GEE-PIXEL-1184,Sowing/Planting,29.526099447224347,76.81233035890628,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.81233035890628,29.526099447224347]}"
1185,0.08773047242353664,-0.13209955394268036,0.08070176839828491,-0.15371565520763397,0.06993244664207489,-24.93808512784195,-14.641053305817195,0.5870961550519149,10.0,Unclassified,GEE-PIXEL-1185,Sowing/Planting,29.850226334604216,76.78836726428803,Severe Stress,50.0,1,1.0,40.0,"{""type"":""Point"",""coordinates"":[76.78836726428803,29.850226334604216]}"
